Fips_Code_Final,phd1,county,PCT_OBESE_ADULTS,PCT_OBESE_CHILD09,Mamm_Sites,bcallbk,wealthbk,rentbk,nocarbk,crowdbk,bcallw,wealthwt,rentwt,nocarwt,crowdwt,Iblack2000,Iwhite2000,GINI2000,THEIL1990,Per_Low_Literacy,Per_Rep_04,Per_Rep_08,Av_Per_Rep,Per_Dem_04,Per_Dem_08,Av_Per_Dem,B_Infant_Mort_Rate_99_08,W_Infant_Mort_Rate_99_08,TOTPOP_2005,MEDIAN_AGE,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,MEDIAN_AGE_AFRICAN_AMER,MEDIAN_AGE_AFR_AM_MALE,MEDIAN_AGE_AFR_AM_FEMALE,MEDIAN_AGE_HISPANIC,MEDIAN_AGE_HISPANIC_MALE,MEDIAN_AGE_HISPANIC_FEMALE,MEDIAN_AGE_WHITE_NON_HISPANIC,MEDIAN_AGE_WHITE_NON_HISP_MALE,MEDIAN_AGE_WHITE_NON_HISP_FMLE,PERCNT_TOT_POPULATION_ONE_RACE,PERCNT_WHITE_POPULATION,PERCNT_AFRICAN_AM_POP,PERCNT_HISPANIC_POP,PERCNT_FOREIGN_BORN_POP,PERCNT_URBAN_POP,PERCNT_MEDCR_ADV_PENETRATN,PERCNT_MEDCAR_DRUG_PENETRTN,PERCAP_INCOME,PERCNT_DIVORCED_FEMALES,PERCNT_LT65_NO_HLTH_INS,PERCNT_MALES_LT65_NO_HLTH_INS,PERCNT_FEMALES_LT65_NO_HLTH_INS,UNEMPLOYMENT_RATE,PERCNT_AGR_FRST_MIN_WRLR,PERCNT_CONTRUCT_WRKR,PERCNT_HLTH_SOCSRV_WRKR,PERCNT_MANUF_WRKR,PERCNT_WHCOLLAR_WRKR,HPSA_PC_WHOLECO,HPSA_PC_PARTCO,HPSA_DENT_WHOLECO,HPSA_DENT_PARTCO,HPSA_MH_WHOLECO,HPSA_MH_PARTCO,FARM_DEPENDENT,MINING_DEPENDENT,MFG_DEPENDENT,GOVT_DEPENDENT,SERVICE_DEPENDENT,NONSPEC_DEPENDENT,HOUSING_STRESS,LOW_EDUC,LOW_EMPLOY,PERSIST_POVERTY,POP_LOSS,NONMETRO_RECREAT,RETIRE_DESTINATION,RATE_ACTMDS_FEDNONFED,RATE_ACTMDS_NONFED,RATE_MDS_TOT_PTCARE_NONFED,RATE_MDS_PC_OFFBASED,RATE_MDS_PC_HOSP_RES,RATE_MDS_PC_HOSP_FT,RATE_MDS_GP_TOT_PC,RATE_MDS_TOT_GP_OFFBASED,RATE_MDS_TOT_GP_PC,RATE_MDS_GP_PC_OFFBASED,RATE_MDS_GP_PC_HOSP_FT,RATE_MDS_FM_TOT_PC,RATE_MDS_TOT_FM_OFFBASED,RATE_MDS_TOT_FM_HOSP_RES,RATE_MDS_TOT_FM_HOSP_FT,RATE_MDS_SPEC_TOT_PC,RATE_MDS_TOT_SPEC_OFFBASED,RATE_MDS_TOT_SPEC_HOSP_RES,RATE_MDS_TOT_SPEC_HOSP_FT,RATE_ALLERGIST_TOT_PC,RATE_CARDIO_TOT_PC,RATE_DERM_TOT_PC,RATE_GASTRO_TOT_PC,RATE_INTMED_TOT_PC,RATE_INTMED_SPEC_TOT_PC,RATE_PEDS_TOT_PC,RATE_PEDS_SPEC_TOT_PC,RATE_PEDS_CARDIO_TOT_PC,RATE_PULM_TOT_PC,RATE_SURG_SPEC_TOT_PC,RATE_SURG_GEN_TOT_PC,RATE_NEURSURG_TOT_PC,RATE_OBGYN_TOT_PC,RATE_OBGYN_SPEC_TOT_PC,RATE_OPTH_TOT_PC,RATE_ORTHOSURG_TOT_PC,RATE_OTOLARYN_TOT_PC,RATE_PLASTIC_TOT_PC,RATE_COLONSURG_TOT_PC,RATE_THORSURG_TOT_PC,RATE_UROL_TOT_PC,RATE_OTHSPEC_TOT_PC,RATE_ANEST_TOT_PC,RATE_CHPSYCH_TOT_PC,RATE_DGRADIOL_TOT_PC,RATE_EMERG_TOT_PC,RATE_NEURO_TOT_PC,RATE_NUCMED_TOT_PC,RATE_OCCMED_TOT_PC,RATE_OCCMED_OFFBASED_PC,RATE_PSYCH_TOT_PC,RATE_PATH_TOT_PC,RATE_PHYSMED_TOT_PC,RATE_PREVMED_TOT_PC,RATE_RADIOL_TOT_PC,RATE_RADONC_TOT_PC,RATE_MDS_TOT_PC_HOSP_FT,RATE_MDS_TOT_OTH_ACT,RATE_MDS_TOT_INACTIVE,RATE_MDS_TOT_GP_HSP_FT,RATE_MDS_TOT_GP_OTH_ACT,RATE_MDS_INTMED_HSP_FT,RATE_MDS_PEDS_HSP_FT,RATE_MDS_OTHMED_HSP_FT,RATE_MDS_GENSURG_HSP_FT,RATE_MDS_OTHSURG_HSP_FT,RATE_MDS_PHYCH_HSP_FT,RATE_MDS_OTHSPEC_HSP_FT,PERCENT_MDS_MALE,PERCENT_MDS_FEMALE,PERCENT_MDS_UNDER_45YR,PERCENT_MDS_45_64YR,PERCENT_MDS_OLDER_65YR,PERCENT_TOT_GPS_UNDER_45YR,PERCENT_TOT_GPS_45_64YR,PERCENT_TOT_GPS_OLDER_65YR,PERCENT_GEN_PRAC_UNDER_45YR,PERCENT_GEN_PRAC_45_64YR,PERCENT_GEN_PRAC_OLDER_65YR,PERCENT_FAM_MED_UNDER_45YR,PERCENT_FAM_MED_45_64YR,PERCENT_FAM_MED_OLDER_65YR,PERCENT_FM_SPEC_UNDER_45YR,PERCENT_FM_SPEC_45_64YR,PERCENT_FM_SPEC_OLDER_65YR,PERCENT_MED_SPEC_UNDER_45YR,PERCENT_MED_SPEC_45_64YR,PERCENT_MED_SPEC_OLDER_65YR,PERCENT_GEN_INTMED_UNDER_45YR,PERCENT_GEN_INTMED_45_64YR,PERCENT_GEN_INTMED_OLDER_65YR,PERCENT_OBGYN_UNDER_45YR,PERCENT_OBGYN_45_64YR,PERCENT_OBGYN_OLDER_65YR,PERCENT_DGRADIOL_UNDER_45YR,PERCENT_DGRADIOL_45_64YR,PERCENT_DGRADIOL_OLDER_65YR,PERCENT_PREVMED_45_64YR,PERCENT_PREVMED_OLDER_65YR,PERCENT_RADIOL_UNDER_45YR,PERCENT_RADIOL_45_64YR,PERCENT_RADIOL_OLDER_65YR,PERCENT_RAD_ONC_UNDER_45YR,PERCENT_RAD_ONC_45_64YR,PERCENT_RAD_ONC_OLDER_65YR,RATE_ACTV_DO_FEDNONFED,RATE_ACTV_DO_NONFED,RATE_ACTV_DO_FED,RATE_DO_TOT_PTCARE,PERCENT_DO_MALE,PERCENT_DO_FEMALE,RATE_TOT_ACTV,RATE_TOT_PRVPRAC,RATE_TOT_STGOV,PERCENT_DENT_PRVPRAC_FT,PERCENT_DENT_PRVPRAC_PT,PERCENT_DENT_MALE,PERCENT_DENT_FEMALE,RATE_ACTV_PA,RATE_PRIMCARE_PA,RATE_SURG_PA,RATE_OTHSPEC_PA,RATE_UNKSPEC_PA,RATE_MIDWIVES,RATE_MIDWIVES_HOSP,RATE_MIDWIVES_PHYSPRAC,RATE_MED_SRG_ADULT_BEDS,RATE_MED_SRG_PED_BEDS,RATE_OBSTET_BEDS,RATE_INTSV_CARE_BEDS,RATE_CARD_INTSV_CARE_BEDS,RATE_NEONAT_INTSV_BEDS,RATE_NEONAT_INTERM_BEDS,RATE_OTH_SPEC_CARE_BEDS,RATE_OTH_INTENSV_CARE_BEDS,RATE_REHAB_CARE_BEDS,RATE_ALC_CHEM_DEPEND_BEDS,RATE_PSYCH_CARE_BEDS,RATE_SKILL_NURS_BEDS,RATE_INTERM_NURS_BEDS,RATE_OTHER_CARE_BEDS,RATE_TOTAL_INPT_BEDS,RATE_SNF_TOT_BEDS,RATE_SNF_CERT_BEDS,RATE_OUTPT_VISITS_GENHOSP,RATE_OUTPT_VISITS_NGHOSP,RATE_ER_VISITS,RATE_OUTPT_VISITS_OTH,RATE_SURG_OPS_INPT,RATE_SURG_OPS_OUTPT,RATE_SURG_OPS_TOTAL,RATE_OP_ROOMS,RATE_ISOLATION_RMS,PERCNT_AA_MALES_65_PLUS,PERCNT_AA_FEMALES_65_PLUS,PERCNT_WH_MALES_65_PLUS,PERCNT_WH_FEMALES_65_PLUS,PERCNT_HISP_MALES_65_PLUS,PERCNT_HISP_FEMALES_65_PLUS,PERCNT_NONENG_SPEAK_OVER18YRS,PERCNT_RURAL_FARM,PERCNT_RURAL_NONFARM,PERCNT_VETERAN_POP,PERCNT_VETERAN_MALE,PERCNT_VETERAN_FEMALE,PERCNT_MEDCAR_ELIG,PERCNT_MEDCAR_ADVNTG_ELIG,PERCNT_MEDCAR_DRUG_ENROL,PERCNT_MEDCR_ENROL_AGED_TOT,PERCNT_MEDCR_ENROL_AGED_HI,PERCNT_MEDCR_ENROL_AGED_SMI,PERCNT_MEDCR_ENROL_DISABL_TOT,PERCNT_MEDCR_ENROL_DISABL_HI,PERCNT_MEDCR_ENROL_DISABL_SMI,PERCNT_MEDCR_ENROL_AGED_DSBL_TOT
31157,31157,"Scotts Bluff County, NE",31.10,16.00,2.67,.00,.00,.00,.18,.03,.517,.001,.265,.058,.012,.008,.83,.441,.332,9.00,72.10,66.25,69.18,26.70,32.14,29.42,,711.90,36752,38.40,37.00,39.60,20.10,19.80,23.00,24.00,24.00,24.00,41.70,40.50,42.90,98.40,87.60,.30,17.20,4.10,66.60,.59,61.49,27471,11.30,11.20,12.40,10.00,4.20,5.50,8.00,23.60,7.30,57.90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,242.16,239.44,231.28,214.95,8.16,8.16,62.58,54.42,2.72,2.72,.00,59.86,51.70,8.16,.00,27.21,27.21,.00,.00,.00,.00,.00,.00,16.33,2.72,21.27,.00,.00,2.72,73.47,16.33,5.44,27.26,.00,5.44,19.05,5.44,2.72,.00,.00,10.88,.00,8.16,10.64,8.16,8.16,5.44,2.72,.00,.00,10.88,10.88,5.44,.00,2.72,2.72,2.72,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,2.72,78.57,21.43,32.65,46.94,20.41,43.48,43.48,13.04,.00,.00,100.00,45.45,45.45,9.09,,,,40.00,60.00,.00,33.33,66.67,.00,33.33,66.67,.00,.00,100.00,.00,,,100.00,.00,.00,100.00,.00,.00,8.16,8.16,.00,5.44,100.00,.00,54.42,46.26,.00,82.35,17.65,88.24,11.76,59.86,24.36,2.71,13.53,5.41,5.17,.00,5.17,18.65,3.19,4.54,2.18,.00,1.82,.00,.00,.00,2.72,.00,2.18,3.54,.00,.00,24.22,86.80,86.80,3729.16,.00,.00,3347.27,7289.40,29946.67,37236.07,19.05,.00,.00,8.33,14.17,18.61,6.13,7.04,2.18,14.78,85.22,8.78,92.78,7.22,20.59,.12,12.32,92.42,92.27,89.66,3.10,3.10,2.83,19.11
39079,39079,"Jackson County, OH",31.10,14.60,11.04,.32,.00,.26,.23,.02,.468,.002,.229,.086,.017,.017,.96,.436,.401,11.00,59.90,58.89,59.39,52.30,38.38,45.34,,641.00,33526,36.30,34.90,37.60,39.60,37.00,43.50,25.30,27.80,23.50,36.40,35.00,37.70,99.20,97.90,.60,.60,1.10,38.20,.30,47.95,22460,11.70,13.60,16.50,10.70,7.30,4.40,6.70,19.00,24.40,44.90,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50.71,50.71,47.72,44.74,.00,2.98,14.91,14.91,.00,.00,.00,14.91,14.91,.00,.00,17.90,14.91,.00,2.98,.00,.00,.00,.00,5.97,5.97,23.95,.00,.00,.00,11.93,2.98,.00,.00,.00,2.98,2.98,2.98,.00,.00,.00,.00,2.98,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,2.98,.00,.00,.00,.00,.00,.00,.00,.00,.00,61.90,38.10,42.86,38.10,19.05,40.00,40.00,20.00,,,,40.00,40.00,20.00,,,,66.67,33.33,.00,.00,100.00,.00,,,,,,,,,,,,,,,44.74,41.76,2.98,32.81,58.33,41.67,17.90,17.90,.00,50.00,50.00,83.33,16.67,2.98,.00,.00,.00,3.06,.00,.00,.00,9.43,.00,.00,1.19,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,7.16,99.92,89.78,7337.74,.00,.00,6533.20,.00,.00,.00,.00,.00,13.16,22.73,10.95,16.08,4.49,5.06,.31,2.91,97.09,10.16,92.54,7.46,17.09,.05,8.68,96.64,95.45,94.32,4.08,4.08,3.66,16.88
39115,39115,"Morgan County, OH",31.10,11.60,.00,.55,.00,.30,.16,.00,.482,.000,.227,.063,.018,.049,.94,.410,.278,11.00,56.10,52.06,54.08,35.40,44.90,40.15,,754.20,14958,38.90,38.20,39.70,33.40,31.90,34.30,40.20,40.80,37.00,39.40,38.60,40.20,97.80,93.70,3.40,.40,.50,17.90,1.55,45.28,20206,9.20,13.40,14.10,12.80,9.90,7.20,9.40,20.30,19.50,42.60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.69,6.69,6.69,6.69,.00,.00,6.69,6.69,.00,.00,.00,6.69,6.69,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,100.00,.00,100.00,.00,.00,100.00,.00,,,,.00,100.00,.00,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,100.00,.00,20.06,20.06,.00,66.67,33.33,100.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,134.38,117.66,.00,.00,.00,.00,.00,.00,.00,.00,.00,9.68,10.66,13.96,17.95,14.81,13.79,.20,4.39,95.61,9.18,94.02,5.98,16.39,.25,8.14,95.23,94.03,93.12,2.99,2.99,2.67,17.80
39137,39137,"Putnam County, OH",31.10,15.70,6.76,.00,.00,.00,.55,.00,.436,.001,.121,.036,.012,.001,.95,.370,.249,9.00,76.20,70.07,73.13,39.80,28.17,33.99,,501.90,34928,35.00,34.10,36.00,21.00,22.50,20.30,22.80,23.20,22.40,35.60,34.70,36.70,99.30,96.30,.20,4.40,.70,15.10,.00,36.81,28298,6.20,13.00,13.70,12.10,5.30,3.20,6.10,18.80,33.90,44.40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.08,40.08,40.08,40.08,.00,.00,31.49,31.49,.00,.00,.00,28.63,28.63,.00,.00,2.86,2.86,.00,.00,.00,.00,.00,.00,.00,.00,10.06,.00,.00,.00,2.86,.00,.00,9.90,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,2.86,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,75.00,25.00,31.25,50.00,18.75,45.45,54.55,.00,,,,40.00,60.00,.00,100.00,.00,.00,.00,100.00,.00,,,,.00,.00,100.00,,,,,,,,,,,,5.73,5.73,.00,5.73,100.00,.00,22.90,22.90,.00,62.50,37.50,87.50,12.50,25.77,2.88,.00,.00,11.52,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,113.09,106.79,.00,.00,.00,.00,.00,.00,.00,.00,.00,7.14,6.06,10.68,15.55,4.20,5.11,.54,9.59,90.41,6.70,94.21,5.79,15.81,.00,5.71,100.00,100.00,98.94,1.43,1.43,1.24,14.80
40045,40045,"Ellis County, OK",31.10,,22.17,.00,,.00,.00,.00,.471,.000,.198,.053,.005,,.95,.429,.278,11.00,81.01,85.23,83.12,18.99,14.77,16.88,,,3963,45.30,43.10,46.80,32.50,32.50,.00,28.00,27.50,29.00,46.00,44.00,47.50,98.40,96.30,.00,2.60,.80,.00,.00,63.27,26246,9.90,33.00,32.80,33.10,2.80,20.10,7.70,21.80,3.50,54.40,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,126.17,126.17,126.17,126.17,.00,.00,100.93,100.93,.00,.00,.00,100.93,100.93,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,25.23,25.23,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,66.67,33.33,50.00,33.33,16.67,50.00,50.00,.00,,,,50.00,50.00,.00,,,,,,,,,,,,,,,,,,,,,,,,50.47,50.47,.00,25.23,100.00,.00,50.47,50.47,.00,100.00,.00,.00,100.00,50.47,.00,.00,.00,.00,.00,.00,.00,88.22,.00,63.41,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,68.13,.00,.00,7159.48,.00,.00,6570.02,3557.91,15064.35,18622.26,50.47,.00,,,18.90,25.37,10.20,10.00,.16,13.55,86.45,11.38,93.13,6.87,23.09,.00,13.78,90.06,89.94,88.38,2.17,2.17,2.02,22.51
40081,40081,"Lincoln County, OK",31.10,,.00,.47,.00,.31,.13,.04,.542,.000,.173,.051,.032,.037,.86,.420,.326,12.00,71.52,74.93,73.22,28.48,25.07,26.78,,834.30,32311,37.50,36.50,38.40,35.20,32.70,36.70,21.80,23.80,20.60,38.60,37.70,39.40,96.20,86.40,2.50,1.50,.80,7.70,1.93,46.93,22447,10.50,27.30,26.90,27.70,4.80,4.70,10.30,17.00,13.20,48.00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.95,30.95,30.95,24.76,3.09,3.09,24.76,21.66,9.28,6.19,3.09,15.47,15.47,.00,.00,3.09,.00,3.09,.00,.00,.00,.00,.00,3.09,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,3.09,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,90.91,9.09,27.27,27.27,45.45,25.00,12.50,62.50,.00,.00,100.00,40.00,20.00,40.00,,,,100.00,.00,.00,100.00,.00,.00,,,,,,,,,,,,.00,100.00,.00,3.09,3.09,.00,6.19,100.00,.00,9.28,9.28,.00,100.00,.00,100.00,.00,15.47,3.12,.00,.00,6.23,.00,.00,.00,16.99,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,2.17,.00,.00,12.69,79.85,79.85,377.80,.00,.00,218.19,164.03,1906.47,2070.50,9.28,.00,10.19,16.19,13.02,16.15,5.77,8.65,.55,7.92,92.08,11.31,93.05,6.95,16.33,.32,8.60,96.15,95.92,92.22,2.92,2.92,2.59,16.20
47083,47083,"Houston County, TN",31.10,10.40,12.82,.54,.00,.32,.16,.03,.434,.000,.205,.059,.024,.053,.95,.472,.299,16.00,40.00,47.94,43.97,59.10,50.03,54.56,,,7988,39.50,38.20,41.00,38.00,38.80,36.90,25.10,25.60,20.50,39.90,38.60,41.50,99.00,94.60,3.30,1.20,1.60,.00,1.63,57.37,23718,11.30,17.00,19.20,14.80,8.70,3.40,10.70,18.70,29.40,37.90,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.08,50.08,50.08,50.08,.00,.00,37.56,37.56,.00,.00,.00,37.56,37.56,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,12.52,12.52,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,75.00,25.00,25.00,75.00,.00,33.33,66.67,.00,,,,33.33,66.67,.00,,,,,,,,,,,,,,,,,,,,,,,,12.52,.00,12.52,.00,,,12.52,12.52,.00,100.00,.00,100.00,.00,12.52,.00,.00,.00,.00,.00,.00,.00,51.95,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,31.30,205.31,205.31,1952.93,.00,.00,1151.48,413.12,5495.74,5908.86,25.04,.00,14.60,12.59,14.63,19.02,3.33,13.89,.52,3.97,96.03,11.52,90.67,9.33,20.73,.34,11.35,88.07,87.93,85.63,3.79,3.79,3.68,18.68
47123,47123,"Monroe County, TN",31.10,7.40,2.59,.38,.02,.22,.17,.02,.441,.005,.170,.064,.022,.096,.94,.435,.296,15.00,65.00,68.46,66.73,34.40,30.11,32.26,,871.00,43185,36.80,35.50,38.00,36.60,33.60,38.70,20.40,20.50,20.20,37.20,36.00,38.40,98.70,94.90,2.30,1.80,1.20,21.80,9.57,43.65,22552,11.70,14.50,15.90,13.10,6.00,3.80,8.60,14.60,36.80,38.90,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,50.94,50.94,50.94,48.63,.00,2.32,18.52,18.52,.00,.00,.00,18.52,18.52,.00,.00,16.21,16.21,.00,.00,.00,.00,.00,2.32,9.26,.00,18.58,.00,.00,.00,11.58,4.63,.00,14.45,.00,.00,2.32,.00,.00,.00,.00,.00,.00,2.32,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,2.32,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,71.43,28.57,35.71,46.43,17.86,62.50,37.50,.00,,,,62.50,37.50,.00,,,,71.43,28.57,.00,50.00,50.00,.00,.00,100.00,.00,,,,,,.00,.00,100.00,,,,6.95,6.95,.00,6.95,100.00,.00,20.84,20.84,.00,88.89,11.11,88.89,11.11,4.63,2.57,.00,.00,.00,20.14,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,13.66,63.45,63.45,1694.34,.00,.00,1345.54,1806.18,9135.12,10941.30,6.95,9.26,8.87,16.84,11.23,15.06,2.36,5.86,.47,2.33,97.67,7.93,92.43,7.57,18.36,1.76,8.98,100.00,100.00,100.00,4.18,4.18,3.92,17.27
47139,47139,"Polk County, TN",31.10,13.40,6.08,.00,.00,.00,.00,.00,.441,.001,.165,.064,.029,.005,.98,.451,.272,16.00,58.60,65.64,62.12,40.70,32.67,36.69,,1133.90,15944,38.60,37.40,40.00,16.00,16.50,14.00,31.30,32.00,30.80,38.70,37.50,39.90,99.00,98.30,.10,.70,.80,.00,1.12,60.57,24245,11.70,17.20,18.60,15.80,6.00,4.80,9.20,14.60,36.30,34.40,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,100.35,94.08,94.08,75.26,.00,18.82,31.36,18.82,6.27,6.27,.00,25.09,12.54,.00,12.54,37.63,31.36,.00,6.27,.00,.00,.00,.00,37.63,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,6.27,6.27,6.27,.00,6.27,.00,6.27,.00,6.27,.00,.00,6.27,.00,.00,.00,.00,.00,.00,.00,.00,87.50,12.50,6.25,68.75,25.00,.00,80.00,20.00,.00,.00,100.00,.00,100.00,.00,,,,16.67,83.33,.00,16.67,83.33,.00,,,,,,,,,.00,.00,100.00,,,,18.82,18.82,.00,25.09,50.00,50.00,25.09,25.09,.00,100.00,.00,100.00,.00,6.27,6.23,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,15.68,84.67,84.67,926.68,.00,.00,740.22,1461.36,6115.15,7576.52,.00,.00,.00,.00,12.04,16.47,5.26,5.45,.52,2.70,97.30,9.34,98.29,1.71,23.03,.26,13.28,99.35,99.04,97.00,5.26,5.26,5.01,19.60
47175,47175,"Van Buren County, TN",31.10,12.90,.00,.00,.00,.00,.00,.00,.366,.008,.170,.074,.017,.004,.99,.528,.253,18.00,47.70,58.64,53.17,51.50,38.50,45.00,,,5470,38.70,37.50,39.80,71.50,67.00,74.50,51.50,48.00,61.00,38.70,37.40,39.70,99.50,99.00,.10,.30,.20,.00,.00,67.46,24051,12.60,14.80,15.90,13.60,8.90,4.10,5.80,13.60,40.00,32.60,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18.28,18.28,18.28,18.28,.00,.00,18.28,18.28,.00,.00,.00,18.28,18.28,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,66.67,33.33,.00,66.67,33.33,.00,100.00,.00,,,,.00,100.00,.00,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,.00,.00,.00,,,,,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,127.97,127.97,.00,.00,.00,.00,.00,.00,.00,.00,.00,12.50,15.38,12.48,15.06,16.67,33.33,.09,3.34,96.66,10.13,96.63,3.37,14.48,.00,14.02,88.07,87.68,86.25,4.13,4.13,3.75,16.54
51111,51111,"Lunenburg County, VA",31.10,22.00,.00,.42,.01,.26,.16,.05,.497,.000,.167,.056,.014,.388,.59,.455,.306,20.00,54.50,51.36,52.93,45.00,47.87,46.44,,,13194,40.50,38.60,43.20,38.40,36.70,41.90,28.10,28.30,24.80,42.50,41.10,44.60,98.90,59.10,38.60,1.80,1.20,.00,2.15,55.89,20459,9.70,16.90,18.00,15.80,5.30,2.80,10.70,18.60,19.30,44.40,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,37.90,37.90,37.90,37.90,.00,.00,37.90,37.90,.00,.00,.00,37.90,37.90,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,66.67,33.33,16.67,50.00,33.33,20.00,60.00,20.00,,,,20.00,60.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,15.16,15.16,.00,50.00,50.00,100.00,.00,7.58,7.61,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,11.27,19.11,14.19,22.21,6.35,20.00,.74,3.03,96.97,11.76,92.53,7.47,15.53,.33,10.61,85.43,85.16,81.95,3.48,3.48,3.13,17.79
