,Area_name,FIPS_Code,tot_house_2000,hsgsd2000,hsg_mobile_200,vacant2000,oldhouse2000,hsg50_59_2000,hsg_slght_crwd_2000,hsg-mod_crowd_2000,hsg_very_crwd_2000,hsg_inc_plumb_2000,hsg_utilitygas_2000,hsg_bottledgas_2000,hsg_electric_2000,hsg_kero_2000,hsg_coal_2000,hsg_wood_2000,hsg_solar_2000,hsg_other_fuel_2000,hsg_noheat_2000
710,"Madison, IN",18095,56939,77.5672210611,6.13814784243,6.82660390945,36.0227612006,16.5510458561,1.08010326841,0.224801981067,0.119426052442,0.298565131105,68.4697658898,4.65585977976,17.478354028,1.63332689369,0.0122938583396,0.521610846696,0.0140501238167,0.191432937003,0.196701733434
711,"Marion, IN",18097,387183,58.1531213922,0.650338470439,9.04456032419,24.5387839859,14.9861951584,1.80095717012,0.768628787937,0.257500974991,0.352804746076,61.7351484957,0.733761554614,27.0497413368,0.632259164271,0.0131720659223,0.0606948135636,0.00748999826955,0.453015757407,0.270156489309
712,"Marshall, IN",18099,18099,77.949057959,16.5147245704,8.72976407536,33.7145698657,10.6746229073,1.83988065639,0.602243217857,0.50831537654,0.325984861042,65.180396707,12.5918559036,7.1827172772,2.52500138129,0.397812033814,3.00569092215,0.0,0.160229846953,0.226531852589
713,"Martin, IN",18101,4729,67.7944597166,70.1205328822,11.5457813491,24.8466906323,14.4639458659,1.48022837809,0.380630154367,0.0,1.03615986466,31.5923028124,21.822795517,21.6324804398,5.64601395644,0.0,7.76062592514,0.0,0.0,0.0
714,"Miami, IN",18103,15299,71.1484410746,54.6179488855,10.3470815086,45.7088698608,10.4581998823,1.20269298647,0.287600496764,0.0784364991176,0.437937120073,57.2978626054,11.2621739983,14.4127067129,4.37937120073,0.0588273743382,1.83672135434,0.0,0.346427871103,0.0588273743382
715,"Monroe, IN",18105,50846,52.1987963655,3.44766549974,7.76462258585,12.722731385,8.8345199229,1.03056287614,0.493647484561,0.125870274948,0.462179915824,49.5476536994,7.84919167683,31.853046454,1.03842976832,0.125870274948,1.4003068088,0.0,0.19470558156,0.226173150297
716,"Montgomery, IN",18107,15678,75.3157290471,7.50095675469,6.90776884807,37.8428370966,14.064293915,1.08432197984,0.516647531573,0.0,0.440107156525,43.245311902,23.1151932644,17.3810435004,7.80711825488,0.0,1.24378109453,0.0,0.223242760556,0.0765403750478
717,"Morgan, IN",18109,25908,78.9678863671,8.38737069631,5.67778292419,21.3023004477,9.80778138027,1.72919561525,0.247027945036,0.0231588698472,0.42071946889,40.9757603829,20.0324224178,25.3705419176,5.24548402038,0.0231588698472,2.04955998147,0.019299058206,0.497915701714,0.108074725953
718,"Newton, IN",18111,5726,86.8145302131,66.608452672,6.74118057981,35.9413202934,12.2598672721,1.99091861684,0.296891372686,0.0,0.20957038072,55.0296891373,27.9951100244,6.68878798463,2.0957038072,0.0,1.23995808592,0.0,0.10478519036,0.10478519036
719,"Noble, IN",18113,18233,75.3962595294,6.13722371524,8.4297701969,34.4540119563,9.5650743158,1.81538967806,0.652662754347,0.389403828224,0.581363461855,40.7338342566,25.7390445895,18.5213623649,2.78067240717,0.378434706302,2.87390994351,0.0,0.351011901497,0.191959633631
720,"Ohio, IN",18115,2424,72.896039604,96.2871287129,9.199669967,34.6534653465,6.43564356436,0.536303630363,0.0,0.0,0.371287128713,26.402640264,19.3069306931,29.3729372937,11.5924092409,0.0,4.12541254125,0.0,0.0,0.0
721,"Orange, IN",18117,8348,67.9803545759,4.2644944897,8.70867273598,26.1499760422,8.86439865836,1.49736463824,0.131768088165,0.119789171059,1.6291327264,33.6607570676,20.5558217537,24.1974125539,4.2644944897,0.0,8.24149496885,0.0,0.287494010541,0.0838524197413
722,"Owen, IN",18119,9853,69.0652593119,20.572414493,15.9443824216,22.0440474982,7.46980615041,1.76595960621,0.537907236375,0.0507459656957,0.974322541358,19.3951080889,30.8636963361,20.6739064244,4.37430224297,0.0,7.99756419365,0.0608951588349,0.568354815792,0.12179031767
723,"Parke, IN",18121,7539,75.9251890171,4.66905425123,14.9091391431,34.9913781669,7.83923597294,1.31317150816,0.490781270726,0.0795861520096,0.901976389442,32.5772648892,26.5552460539,17.7875049741,3.0508024937,0.0795861520096,4.93434142459,0.0,0.106114869346,0.0
724,"Perry, IN",18123,8223,74.3524261219,23.9085491913,11.5894442418,29.5999027119,11.8205034659,0.863431837529,0.364830353885,0.0,0.583728566217,51.5262069804,15.7363492643,12.2582998906,0.717499695975,0.0,7.55198832543,0.0608050589809,0.498601483643,0.0608050589809
725,"Pike, IN",18125,5611,71.9657815006,44.0919622171,8.76849046516,31.3313134914,10.2120834076,1.26537159152,0.0534664052754,0.106932810551,0.445553377295,35.5016931028,21.8499376225,23.3113527001,5.07930850116,0.106932810551,5.00801996079,0.0,0.285154161469,0.0891106754589
726,"Porter, IN",18127,57616,72.2976256595,2.36739794502,5.14961121911,13.5136073313,9.44182171619,1.33990558178,0.236045542905,0.0728964176618,0.315884476534,84.9642460428,1.89183560122,6.99805609553,0.477297972785,0.0,0.253401832824,0.00347125798389,0.218689252985,0.0433907247987
727,"Posey, IN",18129,11076,81.1303719754,11.2585771036,7.86384976526,27.7085590466,10.2022390755,1.30913687252,0.108342361863,0.0902853015529,0.451426507765,53.4398699892,9.16395810762,26.977248104,1.67027807873,0.0270855904659,0.857710364753,0.0,0.0,0.0
728,"Pulaski, IN",18131,5918,78.9624873268,21.1051030754,12.6394052045,37.7999324096,12.7069956066,1.60527205137,0.557620817844,0.0,0.625211220007,39.7600540723,34.3190266982,6.33660020277,3.15985130112,0.101385603244,3.26123690436,0.118283203785,0.270361608652,0.0337952010814
729,"Putnam, IN",18133,13505,74.661236579,30.8404294706,8.37467604591,27.3602369493,8.93002591633,1.48093298778,0.214735283228,0.214735283228,0.40725657164,29.1891891892,25.0796001481,27.0048130322,7.02702702703,0.111069974084,2.48056275454,0.103665309145,0.503517215846,0.125879303961
730,"Randolph, IN",18135,11775,80.025477707,10.4203821656,7.11677282378,52.033970276,11.6348195329,1.45222929936,0.144373673036,0.0424628450106,0.569002123142,42.3354564756,17.1125265393,23.932059448,5.09554140127,0.0,3.73673036093,0.0,0.44161358811,0.229299363057
731,"Ripley, IN",18137,10482,76.1209692807,9.57832474719,6.10570501813,32.7609234879,9.58786491128,1.43102461362,0.505628696814,0.0477008204541,0.333905743179,33.1139095592,20.6735355848,25.8920053425,6.84983781721,0.0,6.1343255104,0.104941804999,0.849074604083,0.276664758634
732,"Rush, IN",18139,7337,82.1861796375,23.2383808096,5.64263322884,53.4959792831,8.00054518195,0.913179773749,0.0,0.0,0.735995638544,39.2531007224,26.2913997547,17.5412293853,7.53714052065,0.0,2.35791195311,0.0,0.899550224888,0.477034210168
733,"St. Joseph, IN",18141,107013,75.8917140908,0.97464793997,5.85910123069,33.8846682179,17.001672694,1.78015755095,0.533580032333,0.207451431135,0.322390737574,81.3424537206,1.35871342734,9.56519301393,1.02230570118,0.0140169885902,0.409296066833,0.00654126134208,0.248567930999,0.173810658518
734,"Scott, IN",18143,9737,71.716134333,11.5127862791,9.29444387388,21.6699188662,10.8041491219,1.62267638903,0.195131970833,0.0,0.534045393858,29.7627606039,14.6246277087,37.0648043545,3.77939817192,0.0,4.90910958201,0.0,0.225942282017,0.338913423026
735,"Shelby, IN",18145,17633,79.1357114501,2.75052458459,6.07951000964,35.5129586571,12.7998638916,1.15692168094,0.0340271082629,0.0,0.431010037997,42.9875801055,20.6147564226,21.3179833267,6.63528611127,0.0,1.15692168094,0.0,0.947087846651,0.260874496682
736,"Spencer, IN",18147,8333,78.6631465259,29.4971798872,9.16836673467,25.2130085203,9.12036481459,1.46405856234,0.288011520461,0.0960038401536,0.216008640346,48.1699267971,17.4606984279,20.3888155526,0.828033121325,0.060002400096,3.58814352574,0.0,0.192007680307,0.14400576023
737,"Starke, IN",18149,10201,83.1094990687,17.0081364572,14.3221252818,30.9283403588,12.3517302225,2.33310459759,0.323497696304,0.0784236839526,0.57837466915,59.0530340163,18.6648367807,3.48005097539,1.58807960004,0.0,2.69581413587,0.0,0.196059209881,0.0
738,"Steuben, IN",18151,17337,72.4577493223,4.93164907423,26.5270808098,26.971217627,8.79621618504,0.830593528292,0.357616658015,0.121128222876,0.31147257311,41.1893637884,19.6458441484,7.50994981831,3.40312626175,0.0346080636788,1.48814673819,0.0,0.20188037146,0.0
739,"Sullivan, IN",18153,8804,76.0904134484,12.7328487051,11.1880963199,42.0945024989,6.76965015902,0.806451612903,0.170377101318,0.0,0.749659245797,41.8105406633,17.0945024989,21.5356656065,5.13402998637,0.170377101318,2.64652430713,0.0,0.374829622899,0.0454338936847
740,"Switzerland, IN",18155,4226,66.0672030289,26.3132986275,18.7174633223,29.2948414576,7.40653099858,1.58542356839,0.520586843351,0.0,1.63274964505,12.7543776621,25.1301467108,28.2063416943,8.40037860861,0.0,6.15238996687,0.0,0.283956460009,0.354945575012
741,"Tippecanoe, IN",18157,58343,58.64285347,5.23113312651,5.34254323569,21.2896148638,11.7289134943,2.03966199887,0.961554942324,0.354798347702,0.275954270435,60.1340349314,7.88440772672,24.2154157311,1.29235726651,0.0994120974239,0.385650377937,0.0,0.474778465283,0.171400167972
742,"Tipton, IN",18159,6848,81.1769859813,19.7575934579,5.53446261682,41.5887850467,9.55023364486,0.511098130841,0.131425233645,0.0,0.189836448598,49.0216121495,19.3487149533,18.9982476636,5.97254672897,0.0,0.700934579439,0.146028037383,0.160630841121,0.116822429907
743,"Union, IN",18161,3077,77.3155671108,34.5466363341,9.22976925577,39.0640233994,9.58726031849,0.942476438089,0.0649983750406,0.584985375366,0.584985375366,15.2746181345,22.9444263893,21.546961326,29.0542736432,0.0,1.72245693858,0.0,0.0,0.227494312642
744,"Vanderburgh, IN",18163,76300,69.1114023591,3.36566186107,7.44036697248,35.1349934469,17.3171690695,1.22935779817,0.29750982962,0.115334207077,0.259501965924,66.5373525557,0.808650065531,24.4744429882,0.170380078637,0.0,0.239842726081,0.0,0.199213630406,0.129750982962
745,"Vermillion, IN",18165,7405,82.565833896,8.29169480081,8.68332207968,51.9918973666,6.02295746117,0.945307224848,0.33760972316,0.0,0.648210668467,42.3497636732,20.729237002,23.2140445645,2.72788656313,0.0405131667792,1.86360567184,0.0810263335584,0.216070222822,0.0945307224848
746,"Vigo, IN",18167,45203,71.8846094286,0.935778598766,9.3024799239,41.3158418689,13.0212596509,1.07072539433,0.334048625091,0.0907019445612,0.502179058912,53.6800654824,4.90011724886,26.577881999,4.37360352189,0.0265469106033,0.685795190585,0.0,0.294228259186,0.15928146362
747,"Wabash, IN",18169,14034,77.3122416987,17.5573606955,5.83582727661,44.2354282457,11.8070400456,0.634174148497,0.306398745903,0.0,0.313524298133,54.7527433376,14.3294855351,18.4765569332,4.15419695026,0.0,1.62462590851,0.0641299700727,0.605671939575,0.156762149067
748,"Warren, IN",18171,3477,86.5976416451,22.6056945643,7.42018981881,42.1340235835,9.08829450676,1.35174000575,0.258843830889,0.0,0.20132297958,23.2384239287,48.2024733966,13.4311187806,5.17687661777,0.0,2.21455277538,0.0,0.316364682197,0.0
749,"Warrick, IN",18173,20546,79.533729193,13.2580550959,5.39277718291,15.7986956099,9.03338849411,0.574321035725,0.287160517862,0.0681397838995,0.14114669522,60.7563516013,3.42645770466,27.835101723,1.15837632629,0.0438041467926,1.24598461988,0.0,0.14114669522,0.0
750,"Washington, IN",18175,11191,70.4584040747,11.1339469216,8.28344205165,25.2166919846,8.3549280672,1.73353587704,0.232329550532,0.0446787597176,1.25994102404,21.7942989903,20.0339558574,33.7324635868,5.70994549191,0.0,10.0437851845,0.0,0.196586542758,0.205522294701
751,"Wayne, IN",18177,30468,72.4268084548,0.951818301168,6.56098201392,43.6490744388,15.4128922148,0.925561244584,0.219902848891,0.0,0.38400945254,51.0043324143,9.22279112511,19.6074570041,11.9568071419,0.0,1.04700013129,0.0,0.367598792175,0.233031377183
752,"Wells, IN",18179,10970,80.2461257976,16.8368277119,5.17775752051,38.38650866,9.34366453965,0.865998176846,0.382862351869,0.136736554239,0.154968094804,49.580674567,17.2652689152,19.4621695533,6.29899726527,0.0182315405652,1.68641750228,0.0546946216955,0.328167730173,0.127620783956
753,"White, IN",18181,12083,78.9373499959,21.2778283539,19.4984689233,30.1497972358,12.0334354051,1.73797897873,0.852437308615,0.124141355624,0.206902259373,56.8981213275,13.5727882148,6.19051560043,2.00281387073,0.0165521807498,1.69659852686,0.0,0.107589174874,0.0165521807498
754,"Whitley, IN",18183,12545,81.9609406138,12.5308888003,6.64806695895,35.6875249103,10.5141490634,0.637704264647,0.199282582702,0.0159426066162,0.597847748107,45.8190514149,21.8413710642,19.3862096453,2.62255878836,0.0,2.40733359904,0.0956556396971,0.892785970506,0.286966919091
755,"Adair, IA",19001,3690,84.9593495935,5.52845528455,7.91327913279,52.6558265583,9.51219512195,0.29810298103,0.0,0.0,0.352303523035,47.7235772358,28.6720867209,11.8699186992,2.49322493225,0.0,1.05691056911,0.0,0.271002710027,0.0
756,"Adams, IA",19003,2109,84.8269321954,7.30203888099,11.4746325273,60.9767662399,9.24608819346,0.521574205785,0.0,0.142247510669,0.189663347558,38.7861545756,33.6652441916,8.582266477,5.45282124229,0.0,0.94831673779,0.237079184448,0.521574205785,0.331910858227
757,"Allamakee, IA",19005,7142,69.7283674041,18.4822178661,19.8823858863,43.335200224,8.5830299636,1.03612433492,0.560067208065,0.322038644637,0.280033604032,28.4234108093,28.7174460935,8.90506860823,7.43489218706,0.0,6.14673760851,0.0,0.280033604032,0.210025203024
758,"Appanoose, IA",19007,6697,76.8105121696,10.377781096,13.7076302822,45.4233238764,9.33253695685,0.955651784381,0.268777064357,0.0298641182619,0.731670897417,39.569956697,23.3686725399,19.5162012842,0.104524413917,0.0,3.31491712707,0.014932059131,0.0895923547857,0.31357324175
759,"Audubon, IA",19009,2995,92.1535893155,1.73622704508,7.41235392321,57.796327212,13.4223706177,0.93489148581,0.0667779632721,0.0,0.16694490818,52.2871452421,25.8096828047,7.27879799666,5.54257095159,0.0,0.868113522538,0.0,0.667779632721,0.133555926544
760,"Benton, IA",19011,10377,84.1090874048,4.73161800135,6.08075551701,47.3354534066,7.11188204683,0.838392599017,0.183097234268,0.192733930809,0.713115543992,50.7564806784,19.668497639,12.7589862195,8.40319938325,0.0,1.79242555652,0.173460537728,0.260190806592,0.106003661945
761,"Black Hawk, IA",19013,51759,71.1972797001,4.50742865975,4.01089665565,32.3228810448,20.5529473135,1.5552850712,0.637570277633,0.282076547074,0.282076547074,73.9021233022,5.97577232945,14.281574219,0.954423385305,0.0,0.353561699415,0.0135242180104,0.266620297919,0.241503893043
762,"Boone, IA",19015,10968,78.9752005835,5.44310722101,5.41575492341,50.9026258206,9.62800875274,0.565280816922,0.009117432531,0.082056892779,0.173231218089,63.6214442013,19.1830780452,9.19037199125,0.711159737418,0.0,1.2946754194,0.173231218089,0.227935813275,0.18234865062
763,"Bremer, IA",19017,9337,82.2748206062,2.97740173503,5.10870729356,43.9970011781,11.1277712327,0.803255863768,0.128520938203,0.0856806254686,0.117810860019,59.7193959516,21.3451858199,8.23605012317,3.6521366606,0.0,1.34946985113,0.0,0.321302345507,0.267751954589
764,"Buchanan, IA",19019,8697,80.625503047,8.72714729217,8.78463838105,41.8535127055,8.34770610555,1.28780039094,0.264459008854,0.045992871105,1.8857077153,52.4088766241,22.1340692193,9.27906174543,4.01287800391,0.0804875244337,2.89755087961,0.045992871105,0.252960791077,0.103483959986
765,"Buena Vista, IA",19021,8145,79.7790055249,4.07612031921,7.93124616329,48.4100675261,15.6660527931,2.60282381829,2.02578268877,0.662983425414,0.331491712707,62.7501534684,14.1804788214,11.7740945365,2.36955187231,0.0,0.564763658686,0.0,0.147329650092,0.282381829343
766,"Butler, IA",19023,6578,90.1489814533,3.10124657951,6.12648221344,54.3174217087,10.0182426269,0.547278808148,0.0608087564609,0.0304043782305,0.440863484342,51.9610823959,25.463666768,11.0671936759,3.34448160535,0.0,1.68744299179,0.0,0.182426269383,0.167224080268
767,"Calhoun, IA",19025,5219,86.817397969,2.29929105193,13.5274956888,53.3435524047,11.2090438781,0.689787315578,0.114964552596,0.0,0.421536692853,49.2431500287,23.8168231462,9.82946924698,2.64418470971,0.0,0.689787315578,0.0,0.134125311362,0.114964552596
768,"Carroll, IA",19027,9019,82.0157445393,1.9403481539,5.90974609158,44.0292715379,10.943563588,0.631999112984,0.32154340836,0.0887016298924,0.365894223306,56.2257456481,19.9356913183,13.7820157445,3.48153897328,0.0,0.255017185941,0.0,0.277192593414,0.133052444839
769,"Cass, IA",19029,6590,82.1092564492,3.42943854325,7.13201820941,55.9028831563,10.3338391502,0.500758725341,0.0303490136571,0.0,0.394537177542,64.1122913505,20.3338391502,6.85887708649,0.455235204856,0.0,0.652503793627,0.0,0.455235204856,0.0
770,"Cedar, IA",19031,7570,82.9194187583,7.47688243065,5.58784676354,49.1677675033,10.1585204756,0.885072655218,0.224570673712,0.0396301188904,0.739762219287,48.8243064729,28.9960369881,8.49405548217,5.82562747688,0.0,1.99471598415,0.0,0.211360634082,0.0660501981506
771,"Cerro Gordo, IA",19033,21488,76.6893149665,2.49906924795,9.83804914371,44.1362620998,17.0932613552,0.465376023827,0.16288160834,0.0744601638124,0.209419210722,68.964072971,9.74962769918,9.77289650037,0.456068503351,0.0,0.400223380491,0.0325763216679,0.497952345495,0.288533134773
772,"Cherokee, IA",19035,5850,84.2222222222,3.09401709402,8.06837606838,53.4188034188,11.452991453,0.735042735043,0.102564102564,0.0,0.803418803419,52.9230769231,21.1623931624,12.3931623932,3.48717948718,0.0,0.974358974359,0.034188034188,0.529914529915,0.42735042735
773,"Chickasaw, IA",19037,5593,84.6057571965,5.45324512784,7.16967638119,49.7049883783,6.43661720007,0.59002324334,0.0893974611121,0.250312891114,0.250312891114,47.988557125,29.6799570892,6.02538887896,6.57965313785,0.0357589844448,1.84158769891,0.0893974611121,0.321830860004,0.268192383336
774,"Clarke, IA",19039,3934,78.1647178444,9.58312150483,8.89679715302,41.7895271988,7.39705134723,2.41484494154,0.63548551093,0.152516522623,0.508388408744,36.858159634,30.0457549568,18.429079817,2.64361972547,0.0,2.89781392984,0.0,0.228774783935,0.0
775,"Clay, IA",19041,7828,76.6223811957,3.21921308125,7.26877874297,41.9519672969,15.6234031681,0.932549821155,0.383239652529,0.102197240675,0.485436893204,55.8763413388,16.3387838528,17.0541645376,1.53295861012,0.0,0.587634133878,0.0510986203373,1.03474706183,0.255493101686
776,"Clayton, IA",19043,8619,80.5661909734,7.55308040376,14.4332289129,56.3986541362,7.05418261979,0.522102332057,0.32486367328,0.08121591832,0.545306880149,36.3615268593,29.7250261051,6.63650075415,6.72931894651,0.0,5.70831883049,0.0232045480914,0.197238658777,0.185636384731
777,"Clinton, IA",19045,21585,77.0766736159,3.28005559416,6.85661338893,49.4139448691,13.6113041464,0.940467917535,0.143618253417,0.217743803567,0.532777391707,63.446838082,13.3796618022,9.59462589761,4.87838776928,0.0555941626129,1.14894602733,0.0,0.481816075979,0.15751679407
778,"Crawford, IA",19047,6958,81.6039091693,5.31762000575,7.43029606209,49.1089393504,9.38488071285,1.3797068123,0.819200919805,0.38804254096,0.273066973268,35.9298649037,25.3952285139,22.779534349,7.21471687266,0.0,1.03478010923,0.0,0.0862316757689,0.129347513653
779,"Dallas, IA",19049,16529,72.8900719947,6.83041926311,5.71722427249,30.9032609353,6.40087119608,1.05269526287,0.617097223062,0.096799564402,0.47189787646,59.1263839313,19.3417629621,12.8743420655,1.05269526287,0.0,0.840946215742,0.102849537177,0.405348175933,0.538447576986
780,"Davis, IA",19051,3530,80.7082152975,9.60339943343,9.15014164306,45.5240793201,9.40509915014,2.46458923513,0.764872521246,0.0,1.67138810198,26.1756373938,37.8753541076,13.0028328612,1.95467422096,0.0,11.4164305949,0.0,0.339943342776,0.0849858356941
781,"Decatur, IA",19053,3833,76.7284111662,9.47038872945,12.9402556744,43.6211844508,9.62692408035,0.65223062875,0.13044612575,0.3652491521,1.2001043569,34.7247586747,32.2984607357,15.0795721367,0.91312288025,0.0,3.41768849465,0.0,0.3130707018,0.3130707018
782,"Delaware, IA",19055,7682,82.0359281437,7.88857068472,11.0387919813,43.282999219,6.66493100755,0.833116375944,0.208279093986,0.0,0.364488414475,45.7172611299,31.9187711533,6.67794845092,2.69461077844,0.0,1.64019786514,0.0,0.286383754231,0.0260348867482
783,"Des Moines, IA",19057,18643,74.2316150834,6.99994636056,7.36469452341,50.4854368932,10.8458939012,0.986965617122,0.40765971142,0.0536394357131,0.187738024996,70.7075041571,10.5508770048,9.47808829051,0.498846752132,0.0,1.00305744784,0.0482754921418,0.101914927855,0.24674140428
784,"Dickinson, IA",19059,11375,74.3032967033,9.88131868132,37.556043956,26.3120879121,11.621978022,0.492307692308,0.0791208791209,0.0703296703297,0.246153846154,41.8989010989,9.90769230769,9.66153846154,0.457142857143,0.0,0.158241758242,0.0,0.123076923077,0.237362637363
785,"Dubuque, IA",19061,35505,68.5734403605,5.09505703422,5.11195606253,38.8536825799,11.2463033376,1.09843683988,0.225320377412,0.039431066047,0.399943669906,68.9029714125,9.9760597099,9.15364033235,4.94014927475,0.0,1.31249119842,0.0112660188706,0.3830446416,0.208421349106
786,"Emmet, IA",19063,4889,84.966250767,3.47719370014,8.97934137861,54.2033135611,17.5496011454,0.777255062385,0.429535692371,0.122724483534,0.0409081611782,62.0781345879,18.3268562078,6.56575986909,3.12947433013,0.0,0.245448967069,0.102270402945,0.286357128247,0.286357128247
787,"Fayette, IA",19065,9505,83.9768542872,4.00841662283,7.64860599684,54.1820094687,11.0994213572,0.620725933719,0.357706470279,0.0,0.252498684903,47.5854813256,26.6070489216,8.6165176223,6.31246712257,0.0,2.65123619148,0.0631246712257,0.452393477117,0.0631246712257
788,"Floyd, IA",19067,7317,84.2011753451,2.88369550362,6.68306683067,46.4807981413,13.2157988247,0.410004100041,0.355336886702,0.123001230012,0.505671723384,60.6806068061,18.7098537652,8.22741560749,3.37570042367,0.0,1.40768074347,0.0,0.710673773404,0.205002050021
789,"Franklin, IA",19069,4763,87.1719504514,0.923787528868,8.54503464203,57.0858702498,14.6966197775,0.881797186647,0.545874448877,0.440898593324,0.251942053328,43.9218979635,26.6428721394,11.2954020575,7.97816502204,0.0,0.545874448877,0.0,0.797816502204,0.272937224438
790,"Fremont, IA",19071,3514,83.5515082527,7.8827546955,8.96414342629,51.6505406944,10.3301081389,1.25213431986,0.170745589072,0.0,0.853727945361,42.4587364826,35.0028457598,6.77290836653,4.92316448492,0.0,0.939100739898,0.0569151963574,0.796812749004,0.0853727945361
791,"Greene, IA",19073,4623,85.8317110102,3.59074194246,9.04174778283,56.1107505949,10.7938568029,0.259571706684,0.086523902228,0.108154877785,0.562405364482,51.4817218257,24.1185377461,9.92861778066,3.65563486913,0.0,1.4060134112,0.021630975557,0.21630975557,0.129785853342
792,"Grundy, IA",19075,5304,86.2368024133,4.22322775264,6.03318250377,48.7368024133,13.6500754148,0.79185520362,0.0377073906486,0.0377073906486,0.377073906486,52.9223227753,27.0173453997,7.88084464555,4.78883861237,0.0,0.810708898944,0.0,0.339366515837,0.207390648567
793,"Guthrie, IA",19077,5467,85.3484543625,3.31077373331,15.1088348271,47.338576916,6.82275471008,1.31699286629,0.0731662703494,0.0,0.128040973111,46.2044997256,24.0168282422,10.6091092007,2.17669654289,0.0,1.48161697457,0.0,0.329248216572,0.0731662703494
794,"Hamilton, IA",19079,7082,83.0273933917,3.30415136967,5.50691894945,49.3222253601,13.3154476137,1.05902287489,0.353007624965,0.183563964982,0.141203049986,59.968935329,26.1790454674,6.26941541937,1.44027110986,0.0,0.409488844959,0.0,0.19768426998,0.0282406099972
795,"Hancock, IA",19081,5164,85.4570100697,4.97676219985,7.14562354764,47.4632068164,11.599535244,0.832687838885,0.406661502711,0.174283501162,0.271107668474,53.9697908598,26.3942680093,7.35863671572,3.350116189,0.0,0.755228505035,0.0,0.735863671572,0.290472501936
796,"Hardin, IA",19083,8318,83.3854291897,3.30608319308,8.29526328444,52.7169992787,11.1805722529,0.709305121423,0.252464534744,0.0240442414042,0.312575138254,57.345515749,18.9829285886,11.3488819428,2.8732868478,0.0,0.901659052657,0.0,0.180331810531,0.0721327242126
797,"Harrison, IA",19085,6602,83.8079369888,6.37685549833,7.37655255983,55.1196607089,6.6343532263,1.75704332021,0.166616176916,0.0,0.454407755226,39.306270827,29.1426840351,16.9948500454,3.71099666768,0.0,2.74159345653,0.0,0.605877006968,0.121175401394
798,"Henry, IA",19087,8246,73.0050933786,9.30147950521,7.51879699248,38.9643463497,7.43390734902,0.776133883095,0.291050206161,0.0,0.388066941547,49.2723744846,26.0004850837,13.9946640796,0.715498423478,0.0,1.95246179966,0.0,0.278923114237,0.266796022314
799,"Howard, IA",19089,4327,84.9780448348,5.06124335567,8.15807718974,54.1252599954,9.12872660042,1.24797781373,0.184885602034,0.0,1.38664201525,34.5273861798,39.4037439334,6.03189276635,8.06563438872,0.0,3.0275017333,0.0462214005084,0.531546105847,0.207996302288
800,"Humboldt, IA",19091,4645,85.016146394,2.73412271259,7.53498385361,47.3196986006,12.3573735199,0.473627556512,0.0,0.129171151776,0.5382131324,47.6641550054,28.0516684607,12.874058127,2.691065662,0.0,0.5382131324,0.0,0.387513455328,0.258342303552
801,"Ida, IA",19093,3506,84.2270393611,3.1374786081,8.35710211067,56.6742726754,10.2681118083,0.598973188819,0.171135196805,0.0,0.256702795208,51.42612664,16.6856816885,15.9440958357,6.1323445522,0.0,0.770108385625,0.142612664005,0.285225328009,0.256702795208
802,"Iowa, IA",19095,6545,79.2971734148,5.42398777693,5.83651642475,50.0229182582,7.51718869366,0.565317035905,0.122230710466,0.0,0.305576776165,52.513368984,23.4377387319,9.28953399542,6.79908326967,0.0,1.75706646295,0.0,0.305576776165,0.061115355233
803,"Jackson, IA",19097,8949,77.9975416248,9.5094423958,9.73293105375,41.5577159459,10.5598390882,1.20683875293,0.145267627668,0.156442060565,0.703989272544,47.6813051738,23.0193317689,6.17946139233,8.24673147838,0.0,4.73795954855,0.0,0.189965359258,0.212314225053
804,"Jasper, IA",19099,15659,78.2297720161,5.24937735488,6.19452072291,39.5619132767,13.8770036401,0.613065968453,0.370394022607,0.0,0.332077399579,58.4073057028,19.8607829363,12.2804776806,1.70508972476,0.0,1.06647934095,0.0638610383805,0.217127530494,0.204355322818
805,"Jefferson, IA",19101,7241,70.1560557934,12.1806380334,8.17566634443,41.748377296,10.1505316945,1.04957878746,0.138102472034,0.0,0.635271371358,55.3100400497,20.6601298163,11.945863831,1.2014915067,0.0,2.27869078857,0.0,0.331445932882,0.096671730424
806,"Johnson, IA",19103,45831,48.9537649189,6.95817241605,3.82055813751,17.9507320373,7.5843861142,1.18260565992,0.626213698152,0.0523663022845,0.560755820296,69.2326154786,7.60838733608,16.8226746089,0.676398071175,0.0763675241649,0.802949968362,0.0305470096659,0.48220636687,0.44729549868
807,"Jones, IA",19105,8126,79.5594388383,8.31897612602,6.96529657888,44.314545902,8.41742554762,0.836820083682,0.159980310116,0.061530888506,0.258429731725,39.8227910411,35.6509968004,8.44203790303,5.03322667979,0.0,3.65493477726,0.0,0.295348264829,0.135367954713
808,"Keokuk, IA",19107,5013,85.298224616,6.86215838819,8.51785358069,57.6700578496,7.36086175943,0.678236584879,0.0398962696988,0.0398962696988,0.678236584879,35.3281468183,35.1685617395,11.6896070217,5.88469978057,0.0,2.99222022741,0.0,0.33911829244,0.0797925393976
809,"Kossuth, IA",19109,7605,87.3898750822,1.61735700197,8.29717291256,49.9539776463,12.8468113083,0.512820512821,0.210387902696,0.0,0.381328073636,47.4687705457,26.0092044707,8.45496383958,8.79684418146,0.0,0.696909927679,0.0525969756739,0.144641683103,0.0788954635108
